"","FACILITYID","NAME","ADDRESS","CITY","STATE","ZIP","ZIP4","TELEPHONE","TYPE","STATUS","POPULATION","COUNTY","COUNTYFIPS","COUNTRY","NAICS_CODE","NAICS_DESC","SOURCE","SOURCEDATE","VAL_METHOD","VAL_DATE","WEBSITE","SECURELVL","CAPACITY","SHAPE_Leng","GlobalID","CreationDa","Creator","EditDate","Editor","SHAPE_Le_1","SHAPE_Area","intersection","HUC","elevation","elev_units","LONGITUDE","LATITUDE","INDEX_CARCERAL","GEOID","URBAN","REGION"
"3507","10002422","LAFOURCHE PARISH DETENTION CENTER","952 HIGHWAY 3185","THIBODAUX","LA","70301","-999","(985) 449-4458","COUNTY","OPEN",196,"LAFOURCHE","22057","USA","922140","CORRECTIONAL INSTITUTIONS","http://www.lpso.net/about-lpso/departments/corrections/",2017-09-29,"IMAGERY/OTHER",2019-12-16,"http://www.lpso.net/about-lpso/departments/corrections/","NOT AVAILABLE",244,0.00328507095403,"{B7AF0CB2-3619-4AE4-83D6-D457949B2C6C}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",394.413177928471,6.6691611e-07,84180,"080903020306",1.59,"meters",-90.8466120314449,29.7677387855446,3893,220570205004058,"URBAN","WEST SOUTH CENTRAL"
"3508","10002414","AVOYELLES MARKSVILLE DETENTION CENTER","675 GOVERNMENT ST","MARKSVILLE","LA","71351","-999","(318) 253-4000","COUNTY","OPEN",305,"AVOYELLES","22009","USA","922140","CORRECTIONAL INSTITUTIONS","https://apso.website/corrections/",2018-03-14,"IMAGERY/OTHER",2019-12-16,"https://apso.website/corrections/","NOT AVAILABLE",438,0.00356272724952,"{412104E7-FB87-4294-B6F3-5F0E418E1ED1}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",432.07342272478,7.07775223e-07,22944,"080801020104",21.74,"meters",-92.0666199942396,31.1152431346527,3894,220090304021015,"URBAN","WEST SOUTH CENTRAL"
"3509","10001637","BOSSIER PARISH JAIL","204 BURT BLVD","BENTON","LA","71006","-999","(318) 965-2203","COUNTY","NOT AVAILABLE",NA,"BOSSIER","22015","USA","922140","CORRECTIONAL INSTITUTIONS","http://www.bossiersheriff.com/corrections-division/",2016-02-15,"IMAGERY/OTHER",2019-12-16,"https://www.bossiersheriff.com/corrections-overview/","NOT AVAILABLE",-999,0.00397603372667,"{DC1C2F29-8F0E-48F5-A784-B68619C97236}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",465.014126734604,5.89095627e-07,63368,"111402040301",59.03,"meters",-93.7436284274118,32.6799886364523,3895,220150111072028,"URBAN","WEST SOUTH CENTRAL"
"3510","10002419","CALCASIEU CORRECTIONAL CENTER","5410 E BROAD ST","LAKE CHARLES","LA","70615","-999","(337) 491-3800","COUNTY","OPEN",1076,"CALCASIEU","22019","USA","922140","CORRECTIONAL INSTITUTIONS","https://www.cpso.com/about-1/corrections/#corrections",2018-03-15,"IMAGERY/OTHER",2019-12-16,"http://www.cpso.com/","NOT AVAILABLE",683,0.00695985950429,"{61C00AD2-C630-4332-91AA-571C6E2C3B43}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",837.596674461682,2.043678701e-06,83441,"080802030705",4.81,"meters",-93.141457417008,30.2257944073453,3896,220190016003000,"URBAN","WEST SOUTH CENTRAL"
"3511","10003397","OHIO REFORMATORY FOR WOMEN","1479 COLLINS AVE","MARYSVILLE","OH","43040","-999","(937) 642-1065","STATE","OPEN",2499,"UNION","39159","USA","922140","CORRECTIONAL INSTITUTIONS","https://www.drc.ohio.gov/orw",2016-05-13,"IMAGERY/OTHER",2020-02-20,"https://www.drc.ohio.gov/orw","MAXIMUM",2808,0.0194910708371,"{DE7E7FDB-ACA1-4987-92BF-79E581B0E3C0}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",2513.53204449605,2.4106986839e-05,17611,"050600010602",320.51,"meters",-83.3926825367928,40.2226889673158,3897,391590504012000,"URBAN","EAST NORTH CENTRAL"
"3512","10005253","HIGH ROCK CONSERVATION CAMP #32","23322 AVENUE OF THE GIANTS","WEOTT","CA","95571","-999","(707) 946-2343","STATE","OPEN",96,"HUMBOLDT","06023","USA","922140","CORRECTIONAL INSTITUTIONS","http://www.cdcr.ca.gov/Conservation_Camps/",2015-11-17,"IMAGERY/OTHER",2019-11-25,"http://www.cdcr.ca.gov/Conservation_Camps/","MINIMUM",-999,0.00636732622918,"{D5A2EFC9-B97E-404D-97A8-D34166EA4848}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",846.567716131365,2.199337782e-06,56655,"180101051001",202.59,"meters",-123.931262221851,40.3750770749088,3898,60230111003086,"RURAL","PACIFIC"
"3513","10006073","ANTELOPE COUNTY JAIL / SHERIFF","1102 L STREET","NELIGH","NE","68756","-999","(402) 887-4148","COUNTY","OPEN",7,"ANTELOPE","31003","USA","922140","CORRECTIONAL INSTITUTIONS","https://antelopecounty.nebraska.gov/sheriff",2018-04-04,"IMAGERY/OTHER",2020-01-31,"https://antelopecounty.nebraska.gov/sheriff","NOT AVAILABLE",31,0.00188029620462,"{7BDFD0D5-E080-4A18-9D42-AC91E6697F2E}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",235.653235731486,1.60105872e-07,68695,"102200011106",561.86,"meters",-98.0291551096079,42.1362886760119,3899,310039797002040,"RURAL","WEST NORTH CENTRAL"
"3514","10003372","OHIO STATE PENITENTIARY","878 COITSVILLE-HUBBARD RD","YOUNGSTOWN","OH","44505","-999","(330) 743-0700","STATE","OPEN",465,"MAHONING","39099","USA","922140","CORRECTIONAL INSTITUTIONS","https://www.drc.ohio.gov/osp",2017-12-04,"IMAGERY/OTHER",2020-02-20,"https://www.drc.ohio.gov/osp","MAXIMUM",-999,0.00825420779531,"{A801D938-2F9F-4A3A-BB31-7A6F984D710A}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",1064.22113803819,4.204096371e-06,64757,"050301030807",326.61,"meters",-80.5770057562614,41.1093985233037,3900,390998138002042,"URBAN","EAST NORTH CENTRAL"
"3515","10000014","PRUNTYTOWN CORRECTIONAL CENTER","2006 TRAP SPRINGS RD","GRAFTON","WV","26354","-999","(304) 265-6111","STATE","OPEN",369,"TAYLOR","54091","USA","922140","CORRECTIONAL INSTITUTIONS","https://dcr.wv.gov/facilities/Pages/prisons-and-jails/pccj.aspx",2018-01-22,"IMAGERY/OTHER",2020-03-03,"https://dcr.wv.gov/facilities/Pages/prisons-and-jails/pccj.aspx","MEDIUM",369,0.01611495294,"{5BF1C5E9-9139-4E6C-9F38-F0BE810C46FD}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",2012.30759295453,1.135146128e-05,79587,"050200010707",379.33,"meters",-80.0741278850795,39.3304164796745,3901,540919648005014,"RURAL","SOUTH ATLANTIC"
"3516","10004479","COWETA COUNTY JAIL / SHERIFF","560 GREISON TRAIL","NEWNAN","GA","30263","-999","(770) 253-1664","COUNTY","OPEN",353,"COWETA","13077","USA","922140","CORRECTIONAL INSTITUTIONS","http://www.coweta.ga.us/government/departments-r-z/sheriff-home",2018-02-22,"IMAGERY/OTHER",2019-11-05,"http://www.coweta.ga.us/government/departments-r-z/sheriff-home","NOT AVAILABLE",-999,0.00594153135281,"{DB866B29-4789-4615-894A-CA282466E110}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",714.348304196121,1.443132176e-06,10308,"031300020402",277.56,"meters",-84.783412993724,33.3816798033763,3902,130771703071000,"URBAN","SOUTH ATLANTIC"
"3517","10005066","LEWIS COUNTY JAIL","510 OAK STREET","NEZPERCE","ID","83543","-999","(208) 937-2447","COUNTY","OPEN",NA,"LEWIS","16061","USA","922140","CORRECTIONAL INSTITUTIONS","http://lewiscountyid.us/Elected-Officials/Sheriff",2019-11-07,"IMAGERY/OTHER",2019-11-07,"http://lewiscountyid.us/sheriff.html","NOT AVAILABLE",18,0.00181478683152,"{51FDEC9E-D637-422B-A45A-FC134C41D832}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",243.221462611126,1.94541601e-07,78360,"170603060604",981.05,"meters",-116.240983486674,46.2332590018,3903,160619400021100,"RURAL","MOUNTAIN"
"3518","10005075","GEM COUNTY JAIL","410 EAST 1ST STREET","EMMETT","ID","83617","-999","(208) 365-4484","COUNTY","OPEN",NA,"GEM","16045","USA","922140","CORRECTIONAL INSTITUTIONS","http://www.gemcounty.org/sheriff/",2019-11-07,"IMAGERY/OTHER",2019-11-07,"http://www.gemcounty.org/sheriff/","NOT AVAILABLE",-999,0.0019884734145,"{26BE898C-FD1D-42B8-AEE8-29F6D8A5F6AA}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",247.80681606854,2.00553257e-07,95226,"170501220903",720.87,"meters",-116.495384120197,43.8748901287173,3904,160459603022007,"URBAN","MOUNTAIN"
"3519","10005062","LATAH COUNTY JAIL","522 SOUTH ADAMS STREET","MOSCOW","ID","83843","-999","(208) 882-2216","COUNTY","OPEN",29,"LATAH","16057","USA","922140","CORRECTIONAL INSTITUTIONS","https://www.latah.id.us/sheriff/detention/",2019-11-07,"IMAGERY/OTHER",2019-11-07,"https://www.latah.id.us/sheriff/","NOT AVAILABLE",42,0.00322849725114,"{C48E59A0-1D75-44FE-96A0-1FC5272B9FE4}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",426.559586272307,3.33455909e-07,79046,"170601080202",806.83,"meters",-116.996476271579,46.7305225991882,3905,160570051024038,"URBAN","MOUNTAIN"
"3520","10001171","KOOTENAI COUNTY JUVENILE DETENTION","210 E DALTON AVE","COEUR D'ALENE","ID","83815","-999","(208) 446-1900","COUNTY","OPEN",14,"KOOTENAI","16055","USA","922140","CORRECTIONAL INSTITUTIONS","https://www.kcgov.us/345/Juvenile-Detention",2019-11-07,"IMAGERY/OTHER",2019-11-07,"http://www.kcgov.us/departments/justiceservices/juvdet/","JUVENILE",54,0.00424865585481,"{8693E48E-C874-41C6-8851-7253E0F513D0}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",560.826234109487,3.43334558e-07,73735,"170103050200",683.44,"meters",-116.783741023611,47.7220174613777,3906,160550012023002,"URBAN","MOUNTAIN"
"3521","10001947","ADA COUNTY JAIL","7200 BARRISTER DR","BOISE","ID","83704","-999","(208) 577-3000","COUNTY","OPEN",980,"ADA","16001","USA","922140","CORRECTIONAL INSTITUTIONS","https://adacounty.id.gov/sheriff/about-us/",2019-11-07,"IMAGERY/OTHER",2019-11-07,"https://adasheriff.org/","MAXIMUM",1224,0.0105109408184,"{0C2924E5-38FF-46E5-9746-321236DE06FD}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",1366.79560647305,3.288448915e-06,76422,"170501140405",824.55,"meters",-116.269879867864,43.6082662912416,3907,160010020002001,"URBAN","MOUNTAIN"
"3522","10005263","ANTELOPE CONSERVATION CAMP #25","711-045 CENTER ROAD","SUSANVILLE","CA","96127","-999","(530) 257-2181","STATE","OPEN",111,"LASSEN","06035","USA","922140","CORRECTIONAL INSTITUTIONS","http://www.cdcr.ca.gov/Conservation_Camps/",2015-12-31,"IMAGERY/OTHER",2019-11-25,"http://www.cdcr.ca.gov/Conservation_Camps/","MINIMUM",120,0.00534805360962,"{035C2BE1-1784-4433-9C9D-4D5A2B3577FB}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",677.268554993441,1.545279699e-06,56834,"180800030704",1247.16,"meters",-120.510420676797,40.40169922599,3908,60350404002002,"RURAL","PACIFIC"
"3523","10005061","BENEWAH COUNTY JAIL","701 COLLEGE AVENUE","SAINT MARIES","ID","83861","-999","(208) 245-2555","COUNTY","OPEN",NA,"BENEWAH","16009","USA","922140","CORRECTIONAL INSTITUTIONS","http://www.benewahcountysheriff.com/departments-information/jail/",2019-11-07,"IMAGERY/OTHER",2019-11-07,"http://www.benewahcountysheriff.com/","NOT AVAILABLE",16,0.00124240344305,"{3E736EDE-D409-47F9-AFCE-A085DF20708C}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",160.481676826366,8.6184367e-08,7296,"170103041104",675.12,"meters",-116.56702153433,47.3150629064778,3909,160099501002040,"RURAL","MOUNTAIN"
"3524","10005629","JACKSON COUNTY JAIL / SHERIFF","150 EAST STATE ROAD 250","BROWNSTOWN","IN","47220","-999","(812) 358-1982","COUNTY","OPEN",250,"JACKSON","18071","USA","922140","CORRECTIONAL INSTITUTIONS","https://www.jacksoncountysheriffin.org/page.php?id=3",2018-03-05,"IMAGERY/OTHER",2019-12-11,"https://www.jacksoncountysheriffin.org/","NOT AVAILABLE",-999,0.00303957217529,"{D85EF026-9BFF-4463-8E4C-9DFEDB94B230}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",375.280013045169,4.28411309e-07,64256,"051202060601",177.18,"meters",-86.0364525316108,38.8746209824072,3910,180719681001046,"RURAL","EAST NORTH CENTRAL"
"3525","10005305","MOUNT BULLION CONSERVATION CAMP #39","5730 MOUNT BULLION ACCESS ROAD","MARIPOSA","CA","95338","-999","(209) 742-5494","STATE","OPEN",97,"MARIPOSA","06043","USA","922140","CORRECTIONAL INSTITUTIONS","http://www.cdcr.ca.gov/Conservation_Camps/",2017-09-19,"IMAGERY/OTHER",2019-11-25,"http://www.cdcr.ca.gov/Conservation_Camps/","MINIMUM",110,0.0116838837816,"{32A4239F-9DC9-4FE7-BD14-C8C27B2DED1E}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",1440.1808741131,8.710451125e-06,81499,"180400080601",940.05,"meters",-120.048738208702,37.5359784817338,3911,60430001014059,"RURAL","PACIFIC"
"3526","10003940","DECATUR COUNTY CORRECTIONAL INSTITUTION","1153 AIRPORT ROAD","BAINBRIDGE","GA","39817","-999","(229) 248-3035","COUNTY","OPEN",195,"DECATUR","13087","USA","922140","CORRECTIONAL INSTITUTIONS","http://www.dcor.state.ga.us/Research/Monthly, http://www.decaturcountyga.gov/decatur-county-prison-dcci/",2016-04-22,"IMAGERY/OTHER",2019-11-05,"http://www.decaturcountyga.gov/decatur-county-prison-dcci/","MEDIUM",382,0.00832248336077,"{C13C5C10-9812-4A8E-B3AF-14A5385672FE}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",997.662214918093,4.337589655e-06,5274,"031300080801",30.82,"meters",-84.6033323694459,30.9077517847954,3912,130879703022040,"URBAN","SOUTH ATLANTIC"
"3527","10000013","ST MARY'S CORRECTIONAL CENTER","2880 N. PLEASANTS HIGHWAY","ST. MARYS","WV","26170","-999","(304) 684-5500","STATE","OPEN",610,"PLEASANTS","54073","USA","922140","CORRECTIONAL INSTITUTIONS","https://dcr.wv.gov/facilities/Pages/prisons-and-jails/smccj.aspx",2018-01-22,"IMAGERY/OTHER",2020-03-03,"https://dcr.wv.gov/facilities/Pages/prisons-and-jails/smccj.aspx","MEDIUM",-999,0.0138932424915,"{9CCD0D75-6D32-4819-97A4-14807289FDA6}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",1689.46209514846,9.296052888e-06,16181,"050302011007",193.95,"meters",-81.169541805274,39.4306545527026,3913,540739621002003,"RURAL","SOUTH ATLANTIC"
"3528","10006079","BOONE COUNTY JAIL / SHERIFF","217 SOUTH 5TH STREET","ALBION","NE","68620","-999","(402) 395-2144","COUNTY","OPEN",1,"BOONE","31011","USA","922140","CORRECTIONAL INSTITUTIONS","https://co.boone.ne.us/webpages/sheriff/sheriff.html",2018-04-04,"IMAGERY/OTHER",2020-01-31,"https://co.boone.ne.us/webpages/sheriff/sheriff.html","NOT AVAILABLE",8,0.000904587843774,"{016F2150-B051-404A-A7C8-735EE2932161}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",116.008752041965,3.3341107e-08,68444,"102100090404",537.47,"meters",-98.0022034668079,41.691432716706,3914,310119602001034,"RURAL","WEST NORTH CENTRAL"
"3529","10006624","OHIO STATE PENITENTIARY CAMP","878 COITSVILLE-HUBBARD RD","YOUNGSTOWN","OH","44505","-999","(330) 743-0700","STATE","OPEN",152,"MAHONING","39099","USA","922140","CORRECTIONAL INSTITUTIONS","https://www.drc.ohio.gov/osp",2016-04-29,"IMAGERY/OTHER",2020-02-20,"https://www.drc.ohio.gov/osp","MINIMUM",180,0.00564104445648,"{C3597F8A-D6AC-4783-8181-B8A89E825332}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",701.000580091996,2.167916152e-06,64757,"050301030807",331.33,"meters",-80.578436538242,41.112164660593,3915,390998138002042,"URBAN","EAST NORTH CENTRAL"
"3530","10005264","ISHI CONSERVATION CAMP #18","30500 PLUM CREEK ROAD","PAYNES CREEK","CA","96075","-999","(530) 597-2846","STATE","OPEN",110,"TEHAMA","06103","USA","922140","CORRECTIONAL INSTITUTIONS","http://www.cdcr.ca.gov/Conservation_Camps/",2015-11-01,"IMAGERY/OTHER",2019-11-25,"http://www.cdcr.ca.gov/Conservation_Camps/","MINIMUM",-999,0.00798954584193,"{4BA86369-44C2-4211-A22D-6140B5307E03}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",996.92599002859,3.950319537e-06,2116,"180201550101",603.82,"meters",-121.89495892255,40.3130821445841,3916,61030001001298,"RURAL","PACIFIC"
"3531","10005976","MONTGOMERY COUNTY JUVENILE JUSTICE CENTER","380 W 2ND ST","DAYTON","OH","45422","-999","(937) 225-4253","COUNTY","OPEN",108,"MONTGOMERY","39113","USA","922140","CORRECTIONAL INSTITUTIONS","http://www.mcjcohio.org/Department/default.asp",2018-04-12,"IMAGERY/OTHER",2020-02-20,"https://www.mcohio.org/government/elected_officials/prosecutor/office_divisions/juvenile_division.php","JUVENILE",144,0.00351854828548,"{E4A38973-0FD6-4A8E-A0F8-7129736A1FAA}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",434.142904250942,4.66705067e-07,70159,"050800020105",220.96,"meters",-84.1988002599141,39.7595338218504,3917,391130015013032,"URBAN","EAST NORTH CENTRAL"
"3532","10005324","MOUNTAIN HOME CONSERVATION CAMP #10","45260 BEAR CREEK RD","SPRINGVILLE","CA","93265","-999","(559) 539-2334","STATE","OPEN",85,"TULARE","06107","USA","922140","CORRECTIONAL INSTITUTIONS","http://www.cdcr.ca.gov/Conservation_Camps/, https://www.inmateaid.com/prisons/cdcr-mountain-homeconservation-fire-camp-10",2017-09-19,"IMAGERY/OTHER",2019-11-25,"http://www.cdcr.ca.gov/Conservation_Camps/","MINIMUM",-999,0.00755826672401,"{A65FA2BE-403B-45A6-8099-9456835DC90E}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",941.55129905955,2.71154432e-06,57363,"180300060203",1369.17,"meters",-118.713927999253,36.2079141145848,3918,61070027011034,"RURAL","PACIFIC"
"3533","10005972","MUSKINGUM COUNTY JAIL","28 N 4TH ST","ZANESVILLE","OH","43701","-999","(740) 455-7133","COUNTY","OPEN",248,"MUSKINGUM","39119","USA","922140","CORRECTIONAL INSTITUTIONS","http://www.ohiomuskingumsheriff.org/jail-division/",2018-04-12,"IMAGERY/OTHER",2020-02-20,"http://www.ohiomuskingumsheriff.org/jail-division/","NOT AVAILABLE",-999,0.00245779641634,"{DB17BEE9-EDCB-44C4-B18A-021B9F5FE696}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",291.518917481987,2.20644694e-07,17581,"050400040305",219.07,"meters",-82.0071018182352,39.9408965150481,3919,391199119002102,"URBAN","EAST NORTH CENTRAL"
"3534","10005974","NOBLE COUNTY JAIL","420 OLIVE ST","CALDWELL","OH","43724","-999","(740) 732-5837","COUNTY","OPEN",NA,"NOBLE","39121","USA","922140","CORRECTIONAL INSTITUTIONS","https://noblecountysheriffsoffice.com/jail-roster/",2018-04-12,"IMAGERY/OTHER",2020-02-20,"http://noblecountysheriffsoffice.com/","NOT AVAILABLE",36,0.0028268119585,"{6793B9B3-6F2B-4A9C-9F82-B14F0BD97887}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",345.660747383927,2.47250292e-07,82556,"050302010901",223.49,"meters",-81.5135945046028,39.7429672567004,3920,391219684012048,"RURAL","EAST NORTH CENTRAL"
"3535","10005079","JEFFERSON COUNTY JAIL","200 COURTHOUSE WAY","RIGBY","ID","83442","-999","(208) 745-9210","COUNTY","OPEN",NA,"JEFFERSON","16051","USA","922140","CORRECTIONAL INSTITUTIONS","http://www.co.jefferson.id.us/sheriffs_office.php",2019-11-07,"IMAGERY/OTHER",2019-11-07,"http://www.co.jefferson.id.us/sheriffs_office.php","NOT AVAILABLE",-999,0.00461650660141,"{86FF5F1A-B2DD-45F6-8AF0-8AF1643AD724}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",577.613094697963,6.11001985e-07,9668,"170402010502",1480.29,"meters",-111.910806922638,43.6789316915223,3921,160519603021021,"URBAN","MOUNTAIN"
"3536","10004336","BLAINE COUNTY JAIL","1650 AVIATION DR","HAILEY","ID","83333","4940","NOT AVAILABLE","COUNTY","OPEN",56,"BLAINE","16013","USA","922140","CORRECTIONAL INSTITUTIONS","http://www.blainesheriff.com/",2019-11-07,"IMAGERY/OTHER",2019-11-07,"http://www.blainesheriff.com/","MAXIMUM",90,0.00475119570656,"{6F4663A0-B781-41B5-8953-81EB6685F241}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",611.619521174063,1.087197282e-06,95803,"170402190602",1614.22,"meters",-114.301990769617,43.5049016113208,3922,160139601021055,"URBAN","MOUNTAIN"
"3537","10004340","BINGHAM COUNTY JAIL","501 N MAPLE #408","BLACKFOOT","ID","83221","-999","(208) 236-7125","COUNTY","OPEN",NA,"BINGHAM","16011","USA","922140","CORRECTIONAL INSTITUTIONS","https://www.co.bingham.id.us/Sheriff/new_web_site/letter%20from%20the%20sheriff2.html",2019-11-07,"IMAGERY/OTHER",2019-11-07,"http://www.co.bingham.id.us/Sheriff/index.html","NOT AVAILABLE",102,0.00331240244602,"{D8154D7E-2A56-4ABB-9975-F7171B6ED3A1}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",428.086258558848,5.0132318e-07,9971,"170402060305",1371.65,"meters",-112.344479748329,43.1943373239272,3923,160119505011038,"URBAN","MOUNTAIN"
"3538","10004333","BONNER COUNTY DETENTION CENTER","4001 N BOYER RD","SANDPOINT","ID","83864","-999","(208) 263-8417","COUNTY","OPEN",106,"BONNER","16017","USA","922140","CORRECTIONAL INSTITUTIONS","https://bonnerso.org/detention/",2019-11-07,"IMAGERY/OTHER",2019-11-07,"http://www.bonnerso.org/index.php","MAXIMUM",124,0.00359722154634,"{50371C01-B5F4-4920-A2BE-63B1632A2A46}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",479.544105762627,6.94438748e-07,73466,"170102140205",650.3,"meters",-116.558296344461,48.3081611703944,3924,160179502032011,"URBAN","MOUNTAIN"
"3539","10005689","BONNER COUNTY JUVENILE DETENTION CENTER","4002 SAMUELSON AVE","SANDPOINT","ID","83864","-999","(208) 263-1602","COUNTY","OPEN",NA,"BONNER","16017","USA","922140","CORRECTIONAL INSTITUTIONS","https://www.bonnercountyid.gov/juvenile-detention/",2019-11-07,"IMAGERY/OTHER",2019-11-07,"https://www.bonnercountyid.gov/departments/JusticeServices/justice-services","JUVENILE",-999,0.00261798969223,"{331C33AB-8502-4C95-813E-F52C7403BDA4}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",345.593263400211,3.63977338e-07,73466,"170102140205",651.19,"meters",-116.561084649661,48.3078626213096,3925,160179502032011,"URBAN","MOUNTAIN"
"3540","10002412","CALDWELL CORRECTIONAL CENTER","671 STATE HWY 845","GRAYSON","LA","71435","-999","(318) 649-5600","COUNTY","OPEN",313,"CALDWELL","22021","USA","922140","CORRECTIONAL INSTITUTIONS","https://doc.louisiana.gov/location/caldwell_parish/",2018-03-15,"IMAGERY/OTHER",2019-12-16,"https://doc.louisiana.gov/location/caldwell_parish/","NOT AVAILABLE",318,0.00265294272619,"{8A2F94C8-FF0F-4956-813A-A7588E48FE88}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",324.600219635369,4.17709867e-07,85839,"080403020202",51.4,"meters",-92.1370735363676,32.0372992039036,3926,220210003001018,"RURAL","WEST SOUTH CENTRAL"
"3541","10002413","CALDWELL PARISH DETENTION CENTER","701 STATE HWY 845","GRAYSON","LA","71435","-999","(318) 649-2100","COUNTY","OPEN",248,"CALDWELL","22021","USA","922140","CORRECTIONAL INSTITUTIONS","https://doc.louisiana.gov/location/caldwell_parish/",2018-03-15,"IMAGERY/OTHER",2019-12-16,"https://doc.louisiana.gov/location/caldwell_parish/","MEDIUM",249,0.00357350138537,"{2AF68186-BC65-46EA-9392-95856ACB88E4}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",431.004198192358,5.01932597e-07,85839,"080403020202",52.24,"meters",-92.137531500039,32.0366213507983,3927,220210003001019,"RURAL","WEST SOUTH CENTRAL"
"3542","10005947","OTTAWA COUNTY MINIMUM SECURITY JAIL","1862 PERRY ST","PORT CLINTON","OH","43452","-999","(419) 734-6828","COUNTY","OPEN",38,"OTTAWA","39123","USA","922140","CORRECTIONAL INSTITUTIONS","http://ottawacountysheriff.info/corrections/",2018-04-12,"IMAGERY/OTHER",2020-02-20,"https://ottawacountysheriff.info/corrections/","MINIMUM",48,0.00500605870563,"{FFC160DE-8C6E-4C16-BF77-3700B5F7EC99}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",669.170103380542,9.28739802e-07,30462,"041000100503",177.18,"meters",-82.9102456962473,41.5134667862934,3928,391230505004001,"URBAN","EAST NORTH CENTRAL"
"3543","10006280","PIKE COUNTY JAIL / SHERIFF","14050 US 23","WAVERLY","OH","45690","-999","(740) 941-4068","COUNTY","OPEN",71,"PIKE","39131","USA","922140","CORRECTIONAL INSTITUTIONS","http://wp2.pikecosheriff.com/",2018-04-12,"IMAGERY/OTHER",2020-02-20,"http://wp2.pikecosheriff.com/","NOT AVAILABLE",-999,0.00205724929431,"{7E793CAD-CA19-4DF4-BA96-D827DC206DA7}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",244.915136391734,1.48130246e-07,69604,"050600021102",210.84,"meters",-82.9763841990124,39.1487013341504,3929,391319524002017,"RURAL","EAST NORTH CENTRAL"
"3544","10005774","ST. CLAIR COUNTY JAIL","1170 MICHIGAN RD","PORT HURON","MI","48060","4658","(810) 987-1700","COUNTY","OPEN",439,"ST. CLAIR","26147","USA","922140","CORRECTIONAL INSTITUTIONS","https://www.ice.gov/detention-facility/st-clair-county-jail",2016-02-15,"IMAGERY/OTHER",2019-12-20,"http://www.stclaircounty.org/Offices/sheriff/Default.aspx","NOT AVAILABLE",479,0.00633718015163,"{64698EC9-BFFE-4FBD-9049-1BE2C5943F76}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",817.43508856507,1.637748562e-06,52908,"040900010502",186.71,"meters",-82.4793103915791,42.9423338061904,3930,261476360004021,"URBAN","EAST NORTH CENTRAL"
